ranking_date,rank,player,points
20220411,1293,209940,5
20220411,1295,208852,5
20220411,1296,207996,5
20220411,1296,200692,5
20220411,1296,205941,5
20220411,1299,208533,5
20220411,1300,200562,5
20220411,1300,200250,5
20220411,1302,209863,5
20220411,1302,126629,5
20220411,1302,207808,5
20220411,1302,110773,5
20220411,1306,104960,4
20220411,1306,105154,4
20220411,1308,122635,4
20220411,1309,126739,4
20220411,1310,209510,4
20220411,1310,200415,4
20220411,1312,207831,4
20220411,1312,210178,4
20220411,1314,124167,4
20220411,1314,105934,4
20220411,1316,105456,4
20220411,1316,105917,4
20220411,1316,210011,4
20220411,1319,200559,4
20220411,1320,208257,4
20220411,1320,208383,4
20220411,1322,209406,4
20220411,1323,104251,4
20220411,1323,208041,4
20220411,1323,106181,4
20220411,1323,126437,4
20220411,1323,209954,4
20220411,1323,200321,4
20220411,1329,133301,4
20220411,1329,133068,4
20220411,1331,209185,4
20220411,1332,133667,4
20220411,1332,144726,4
20220411,1332,105331,4
20220411,1332,200389,4
20220411,1332,210012,4
20220411,1337,108739,4
20220411,1337,202155,4
20220411,1337,132204,4
20220411,1337,202417,4
20220411,1337,126581,4
20220411,1342,207993,4
20220411,1343,200486,4
20220411,1343,202069,4
20220411,1343,126556,4
20220411,1346,105557,4
20220411,1346,207439,4
20220411,1346,105984,4
20220411,1346,209315,4
20220411,1346,207200,4
20220411,1351,200398,4
20220411,1351,207814,4
20220411,1353,208909,4
20220411,1354,122081,4
20220411,1354,209204,4
20220411,1356,105508,4
20220411,1356,105996,4
20220411,1356,202334,4
20220411,1356,122113,4
20220411,1360,134318,4
20220411,1360,206716,4
20220411,1360,209216,4
20220411,1360,208253,4
20220411,1364,132575,4
20220411,1365,200093,4
20220411,1365,209882,4
20220411,1365,144890,4
20220411,1365,126432,4
20220411,1369,202272,4
20220411,1369,207670,4
20220411,1371,134833,4
20220411,1371,210382,4
20220411,1371,208142,4
20220411,1371,209973,4
20220411,1371,144666,4
20220411,1376,208191,4
20220411,1376,126178,4
20220411,1376,210016,4
20220411,1379,144696,4
20220411,1380,209147,4
20220411,1380,202349,4
20220411,1380,208249,4
20220411,1383,210089,4
20220411,1383,210121,4
20220411,1383,106085,4
20220411,1383,208132,4
20220411,1383,111201,4
20220411,1383,132123,4
20220411,1389,206447,4
20220411,1389,132609,4
20220411,1391,207343,4
20220411,1391,208854,4
20220411,1391,127087,4
20220411,1394,201967,4
20220411,1394,126613,4
20220411,1394,208370,4
20220411,1394,105682,4
20220411,1398,202348,4
20220411,1398,202345,4
20220411,1400,111452,4
20220411,1400,200127,4
20220411,1402,209866,4
20220411,1403,208240,4
20220411,1403,132958,4
20220411,1405,208186,4
20220411,1406,209407,3
20220411,1406,104620,3
20220411,1406,105001,3
20220411,1406,202475,3
20220411,1406,210506,3
20220411,1406,208210,3
20220411,1406,105593,3
20220411,1406,208565,3
20220411,1414,207901,3
20220411,1414,209887,3
20220411,1414,132134,3
20220411,1414,210472,3
20220411,1418,210308,3
20220411,1418,122051,3
20220411,1418,210096,3
20220411,1418,210407,3
20220411,1418,104643,3
20220411,1423,106206,3
20220411,1423,104672,3
20220411,1423,208166,3
20220411,1426,206673,3
20220411,1426,207998,3
20220411,1426,105790,3
20220411,1426,210297,3
20220411,1430,210268,3
20220411,1430,121896,3
20220411,1430,210397,3
20220411,1433,103607,3
20220411,1433,145014,3
20220411,1435,210034,3
20220411,1435,209893,3
20220411,1437,137230,3
20220411,1437,207835,3
20220411,1437,123929,3
20220411,1437,210348,3
20220411,1437,103220,3
20220411,1437,105161,3
20220411,1437,210315,3
20220411,1437,209899,3
20220411,1445,125800,3
20220411,1445,126973,3
20220411,1445,144680,3
20220411,1448,200748,3
20220411,1448,210434,3
20220411,1448,208243,3
20220411,1448,210150,3
20220411,1448,126199,3
20220411,1448,131911,3
20220411,1448,206272,3
20220411,1448,200531,3
20220411,1448,210116,3
20220411,1448,210393,3
20220411,1458,126711,3
20220411,1459,111582,3
20220411,1459,127158,3
20220411,1461,205887,3
20220411,1461,127334,3
20220411,1461,210167,3
20220411,1461,207401,3
20220411,1461,202108,3
20220411,1461,209158,3
20220411,1461,210214,3
20220411,1468,208147,3
20220411,1468,209249,3
20220411,1468,200336,3
20220411,1471,209398,3
20220411,1471,200050,3
20220411,1471,208293,3
20220411,1471,207607,3
20220411,1471,206853,3
20220411,1471,105844,3
20220411,1471,126492,3
20220411,1471,207387,3
20220411,1471,208821,3
20220411,1471,207756,3
20220411,1471,126508,3
20220411,1471,104903,3
20220411,1471,202120,3
20220411,1471,104908,3
20220411,1485,207957,3
20220411,1485,208294,3
20220411,1485,207785,3
20220411,1485,126119,3
20220411,1485,105621,3
20220411,1490,210141,3
20220411,1490,144955,3
20220411,1490,207456,3
20220411,1490,132067,3
20220411,1490,105043,3
20220411,1490,207592,3
20220411,1496,200565,3
20220411,1496,207404,3
20220411,1496,200214,3
20220411,1499,126144,3
20220411,1499,105102,3
20220411,1499,208668,3
20220411,1499,210146,3
20220411,1499,111172,3
20220411,1499,208586,3
20220411,1499,127189,3
20220411,1499,208090,3
20220411,1499,133471,3
20220411,1499,208342,3
20220411,1509,106012,3
20220411,1509,123736,3
20220411,1509,208142,3
20220411,1509,202192,3
20220411,1509,206714,3
20220411,1509,202287,3
20220411,1509,206873,3
20220411,1509,106129,3
20220411,1509,129811,3
20220411,1509,206642,3
20220411,1509,209999,3
20220411,1509,209233,3
20220411,1509,209932,3
20220411,1509,208858,3
20220411,1509,105670,3
20220411,1524,209985,3
20220411,1525,106262,3
20220411,1525,126200,3
20220411,1525,122311,3
20220411,1525,106061,3
20220411,1529,105494,3
20220411,1530,209946,3
20220411,1531,209403,3
20220411,1532,205883,3
20220411,1533,134677,2
20220411,1533,200687,2
20220411,1533,208835,2
20220411,1533,208736,2
20220411,1533,124051,2
20220411,1533,202248,2
20220411,1533,208902,2
20220411,1533,104510,2
20220411,1533,104690,2
20220411,1533,106395,2
20220411,1533,202290,2
20220411,1533,208019,2
20220411,1533,210507,2
20220411,1533,126166,2
20220411,1547,208466,2
20220411,1547,105677,2
20220411,1547,208696,2
20220411,1547,134049,2
20220411,1547,200368,2
20220411,1547,202167,2
20220411,1547,134657,2
20220411,1547,200233,2
20220411,1547,103926,2
20220411,1547,210202,2
20220411,1547,210072,2
20220411,1547,208052,2
20220411,1547,126551,2
20220411,1547,110754,2
20220411,1561,133690,2
20220411,1561,206782,2
20220411,1561,122537,2
20220411,1561,207757,2
20220411,1561,209270,2
20220411,1561,134039,2
20220411,1561,207389,2
20220411,1561,210425,2
20220411,1561,208925,2
20220411,1561,202172,2
20220411,1561,210424,2
20220411,1561,120998,2
20220411,1561,210436,2
20220411,1561,210320,2
20220411,1561,206657,2
20220411,1561,144678,2
20220411,1561,200590,2
20220411,1561,125799,2
20220411,1561,207826,2
20220411,1561,208040,2
20220411,1581,207803,2
20220411,1581,209949,2
20220411,1583,106156,2
20220411,1583,105880,2
20220411,1583,207861,2
20220411,1583,200330,2
20220411,1583,207344,2
20220411,1583,105990,2
20220411,1583,200592,2
20220411,1583,206905,2
20220411,1583,210143,2
20220411,1583,202421,2
20220411,1583,121773,2
20220411,1583,111183,2
20220411,1583,105335,2
20220411,1583,208444,2
20220411,1583,206700,2
20220411,1583,210411,2
20220411,1583,207731,2
20220411,1583,200403,2
20220411,1583,103590,2
20220411,1583,144765,2
20220411,1583,133875,2
20220411,1583,122642,2
20220411,1583,207832,2
20220411,1583,202414,2
20220411,1583,126760,2
20220411,1583,207997,2
20220411,1583,209046,2
20220411,1583,105788,2
20220411,1583,209192,2
20220411,1583,202158,2
20220411,1583,134244,2
20220411,1614,209067,2
20220411,1614,210183,2
20220411,1614,207812,2
20220411,1614,207460,2
20220411,1614,144751,2
20220411,1614,208352,2
20220411,1614,200108,2
20220411,1614,210205,2
20220411,1614,144831,2
20220411,1623,207308,2
20220411,1623,208840,2
20220411,1623,208915,2
20220411,1623,208532,2
20220411,1623,200426,2
20220411,1623,208563,2
20220411,1623,210408,2
20220411,1623,124141,2
20220411,1623,208009,2
20220411,1623,208693,2
20220411,1623,210151,2
20220411,1623,202445,2
20220411,1623,133415,2
20220411,1623,126216,2
20220411,1623,202152,2
20220411,1623,138791,2
20220411,1623,123915,2
20220411,1623,209336,2
20220411,1623,208295,2
20220411,1623,144665,2
20220411,1623,121393,2
20220411,1623,134052,2
20220411,1623,133750,2
20220411,1623,209865,2
20220411,1623,208138,2
20220411,1623,208333,2
20220411,1623,208302,2
20220411,1623,210095,2
20220411,1623,105812,2
20220411,1623,106195,2
20220411,1623,110686,2
20220411,1623,140014,2
20220411,1623,209094,2
20220411,1623,200452,2
20220411,1657,210294,2
20220411,1657,110565,2
20220411,1657,208457,2
20220411,1657,209116,2
20220411,1661,127466,2
20220411,1661,130247,2
20220411,1661,206027,2
20220411,1661,210274,2
20220411,1661,200485,2
20220411,1661,206056,2
20220411,1661,106350,2
20220411,1661,208185,2
20220411,1661,209292,2
20220411,1661,209981,2
20220411,1661,206797,2
20220411,1661,208491,2
20220411,1661,207987,2
20220411,1661,133475,2
20220411,1661,207487,2
20220411,1661,111462,2
20220411,1661,200130,2
20220411,1661,200703,2
20220411,1661,210000,2
20220411,1661,202328,2
20220411,1681,200062,2
20220411,1681,209103,2
20220411,1681,209890,2
20220411,1684,105438,2
20220411,1684,144745,2
20220411,1684,210001,2
20220411,1684,144882,2
20220411,1684,125818,2
20220411,1684,206137,2
20220411,1684,207160,2
20220411,1684,127954,2
20220411,1684,133979,2
20220411,1684,123807,2
20220411,1684,122372,2
20220411,1684,121920,2
20220411,1684,132712,2
20220411,1684,208153,2
20220411,1684,132126,2
20220411,1684,207580,2
20220411,1684,202326,2
20220411,1684,209284,2
20220411,1684,207929,2
20220411,1684,200268,2
20220411,1684,210104,2
20220411,1684,210259,2
20220411,1684,104615,2
20220411,1684,208328,2
20220411,1708,138688,2
20220411,1708,208573,2
20220411,1710,144815,2
20220411,1710,202220,2
20220411,1710,210220,2
20220411,1710,207568,2
20220411,1710,207854,2
20220411,1710,202157,2
20220411,1710,208757,2
20220411,1710,105855,2
20220411,1710,209404,2
20220411,1710,122617,2
20220411,1710,125572,2
20220411,1710,208179,2
20220411,1710,200283,2
20220411,1710,209947,2
20220411,1724,126502,2
20220411,1724,105217,2
20220411,1724,207295,2
20220411,1724,210142,2
20220411,1728,206157,2
20220411,1728,209316,2
20220411,1728,108705,2
20220411,1728,200378,2
20220411,1728,209318,2
20220411,1728,205862,2
20220411,1734,209401,2
20220411,1735,122632,2
20220411,1735,122520,2
20220411,1735,210054,2
20220411,1735,106182,2
20220411,1735,200487,2
20220411,1735,205690,2
20220411,1735,209974,2
20220411,1735,145008,2
20220411,1735,209251,2
20220411,1735,210124,2
20220411,1735,126683,2
20220411,1735,127443,2
20220411,1747,208178,2
20220411,1747,208314,2
20220411,1747,202439,2
20220411,1750,206430,2
20220411,1751,126748,2
20220411,1752,206785,1
20220411,1752,144760,1
20220411,1752,133550,1
20220411,1752,205869,1
20220411,1752,210107,1
20220411,1752,208918,1
20220411,1752,210460,1
20220411,1752,126271,1
20220411,1752,200545,1
20220411,1752,210464,1
20220411,1752,200660,1
20220411,1752,200206,1
20220411,1752,111812,1
20220411,1752,208911,1
20220411,1752,209062,1
20220411,1752,209933,1
20220411,1752,127140,1
20220411,1752,210513,1
20220411,1752,210432,1
20220411,1752,210479,1
20220411,1752,210345,1
20220411,1752,134409,1
20220411,1752,210435,1
20220411,1752,210428,1
20220411,1752,209091,1
20220411,1752,136749,1
20220411,1752,210374,1
20220411,1752,106278,1
20220411,1752,207342,1
20220411,1752,122477,1
20220411,1752,107296,1
20220411,1752,210406,1
20220411,1752,206075,1
20220411,1752,208083,1
20220411,1752,208926,1
20220411,1752,209138,1
20220411,1752,134028,1
20220411,1752,134116,1
20220411,1752,210413,1
20220411,1752,104852,1
20220411,1752,210469,1
20220411,1752,210075,1
20220411,1752,207212,1
20220411,1752,209144,1
20220411,1752,210304,1
20220411,1752,105586,1
20220411,1752,121167,1
20220411,1752,210481,1
20220411,1752,209105,1
20220411,1752,210341,1
20220411,1752,210419,1
20220411,1752,137762,1
20220411,1752,208183,1
20220411,1752,202101,1
20220411,1752,209137,1
20220411,1752,133987,1
20220411,1752,207783,1
20220411,1752,209274,1
20220411,1752,111509,1
20220411,1752,132917,1
